GEONAME,LNTITLE,GEOID,TOT_EST,ADU_EST,ADU_MOE,CIT_EST,CIT_MOE,CVAP_EST,CVAP_MOE,ID,totalvotes,TURNOUT,,
"Lincoln County, North Carolina",Total,05000US37109,79785,62150,20,77155,362,59730,273,37109,40023,0.670065294,,
"Mille Lacs County, Minnesota",Total,05000US27095,25790,19540,16,25665,54,19425,52,27095,13017,0.67011583,,
"Jefferson County, Mississippi",Total,05000US28063,7530,5770,140,7520,14,5760,144,28063,3860,0.670138889,,
"Valley County, Montana",Total,05000US30105,7575,5865,58,7515,41,5810,70,30105,3894,0.670223752,,
"Conecuh County, Alabama",Total,05000US01035,12695,9875,45,12645,43,9825,42,01035,6585,0.670229008,,
"Johnson County, Wyoming",Total,05000US56019,8570,6675,,8485,104,6590,104,56019,4417,0.670257967,,
"Stillwater County, Montana",Total,05000US30095,9340,7350,47,9255,54,7270,60,30095,4873,0.670288858,,
"Humphreys County, Mississippi",Total,05000US28053,8820,6395,,8730,33,6345,26,28053,4253,0.670291568,,
"Adair County, Iowa",Total,05000US19001,7330,5755,,7260,36,5685,35,19001,3811,0.670360598,,
"Presque Isle County, Michigan",Total,05000US26141,12955,10820,8,12890,31,10765,29,26141,7218,0.67050627,,
"Barry County, Michigan",Total,05000US26015,59315,45715,40,58765,129,45215,104,26015,30329,0.670772974,,
"Sussex County, New Jersey",Total,05000US34037,144695,113615,69,141405,520,110500,504,34037,74126,0.670823529,,
"Watonwan County, Minnesota",Total,05000US27165,10995,8325,15,10060,203,7450,171,27165,4998,0.670872483,,
"Traverse County, Minnesota",Total,05000US27155,3395,2700,19,3360,25,2680,20,27155,1798,0.670895522,,
"Hernando County, Florida",Total,05000US12053,176795,143485,51,172915,567,139780,539,12053,93796,0.671025898,,
"Hancock County, Indiana",Total,05000US18059,71955,54430,140,71355,286,53905,249,18059,36181,0.671199332,,
"Frederick County, Virginia",Total,05000US51069,82320,62895,23,79525,332,60245,314,51069,40440,0.671259026,,
"Clarke County, Iowa",Total,05000US19039,9275,7035,31,8875,143,6635,147,19039,4454,0.671288621,,
"Menard County, Illinois",Total,05000US17129,12575,9725,31,12560,24,9705,27,17129,6515,0.671303452,,
"Lincoln County, Wyoming",Total,05000US56023,18545,13440,32,18315,74,13220,71,56023,8875,0.671331316,,
"Jefferson Davis County, Mississippi",Total,05000US28065,11770,9290,,11770,19,9290,19,28065,6237,0.671367061,,
"Itasca County, Minnesota",Total,05000US27061,45355,35715,,45195,64,35560,62,27061,23880,0.671541057,,
"Windsor County, Vermont",Total,05000US50027,55895,45400,,54960,222,44525,187,50027,29928,0.672161707,,
"Cottonwood County, Minnesota",Total,05000US27033,11555,8810,31,11255,96,8510,105,27033,5721,0.67226792,,
"Price County, Wisconsin",Total,05000US55099,13705,11405,49,13565,34,11265,57,55099,7577,0.672614292,,
"Alpine County, California",Total,05000US06003,1185,910,154,1170,189,895,153,06003,602,0.672625698,,
"Daniels County, Montana",Total,05000US30019,1785,1445,106,1775,149,1430,105,30019,962,0.672727273,,
"Franklin County, Maine",Total,05000US23007,30270,24735,64,30000,108,24505,103,23007,16488,0.672842277,,
"Lewis and Clark County, Montana",Total,05000US30049,65990,51575,18,65600,139,51235,120,30049,34478,0.672938421,,
"Androscoggin County, Maine",Total,05000US23001,107375,83725,,105875,298,82620,195,23001,55601,0.672972646,,
"Sarpy County, Nebraska",Total,05000US31153,172460,123935,33,167690,620,119735,545,31153,80580,0.672986178,,
"Hendricks County, Indiana",Total,05000US18063,155815,115315,31,152430,645,112270,589,18063,75559,0.67301149,,
"Gloucester County, Virginia",Total,05000US51073,37020,29410,54,36760,107,29150,115,51073,19619,0.673036021,,
"Fluvanna County, Virginia",Total,05000US51065,26045,20580,73,25665,155,20200,202,51065,13597,0.673118812,,
"Valley County, Nebraska",Total,05000US31175,4240,3295,51,4220,56,3275,48,31175,2205,0.673282443,,
"Marshall County, Minnesota",Total,05000US27089,9405,7235,13,9320,27,7150,27,27089,4817,0.673706294,,
"Ida County, Iowa",Total,05000US19093,7040,5395,18,7005,23,5360,26,19093,3612,0.673880597,,
"Lincoln County, Minnesota",Total,05000US27081,5795,4490,,5785,14,4480,12,27081,3019,0.673883929,,
"Appomattox County, Virginia",Total,05000US51011,15315,11965,27,15235,64,11885,67,51011,8011,0.674042911,,
"Red River Parish, Louisiana",Total,05000US22081,8755,6605,49,8710,63,6560,40,22081,4422,0.674085366,,
"Pierce County, Nebraska",Total,05000US31139,7180,5405,,7160,17,5385,15,31139,3630,0.674094708,,
"Suffolk city, Virginia",Total,05000US51800,87060,65205,32,85940,291,64145,282,51800,43240,0.674097747,,
"Placer County, California",Total,05000US06061,370570,285430,,354990,1055,271235,948,06061,182839,0.674098107,,
"Carroll County, Mississippi",Total,05000US28015,10300,8240,,10265,48,8200,48,28015,5528,0.674146341,,
"Josephine County, Oregon",Total,05000US41033,84065,67525,,82395,444,66095,359,41033,44560,0.674181103,,
"Phillips County, Montana",Total,05000US30071,4150,3230,25,4140,12,3220,28,30071,2171,0.674223602,,
"Clallam County, Washington",Total,05000US53009,72970,60080,26,71210,419,58510,359,53009,39457,0.674363357,,
"Carson County, Texas",Total,05000US48065,6025,4470,19,5950,46,4395,47,48065,2964,0.67440273,,
"Webster County, Mississippi",Total,05000US28155,9920,7535,7,9900,19,7515,18,28155,5069,0.674517631,,
"Griggs County, North Dakota",Total,05000US38039,2310,1880,44,2305,11,1875,44,38039,1265,0.674666667,,
"Stafford County, Virginia",Total,05000US51179,139550,102185,33,134660,653,97710,587,51179,65934,0.674792754,,
"Chariton County, Missouri",Total,05000US29041,7615,5890,10,7605,10,5880,12,29041,3969,0.675,,
"Ottawa County, Ohio",Total,05000US39123,40980,33000,53,40900,42,32915,74,39123,22218,0.675011393,,
"Sac County, Iowa",Total,05000US19161,10035,7795,36,9955,41,7715,53,19161,5212,0.675567077,,
"Osceola County, Florida",Total,05000US12097,311960,233525,60,283625,2378,207525,2120,12097,140206,0.675610167,,
"Antelope County, Nebraska",Total,05000US31003,6420,4935,15,6340,19,4855,24,31003,3281,0.675798146,,
"Hamilton County, Iowa",Total,05000US19079,15225,11690,17,14880,118,11385,115,19079,7694,0.675801493,,
"Madison County, Mississippi",Total,05000US28089,101790,75730,29,99475,411,73690,371,28089,49802,0.675831185,,
"Dundy County, Nebraska",Total,05000US31057,1825,1455,119,1775,164,1410,109,31057,953,0.675886525,,
"Mackinac County, Michigan",Total,05000US26097,11000,9175,26,10840,87,9020,89,26097,6097,0.67594235,,
"Stevens County, Washington",Total,05000US53065,43745,33975,46,43270,154,33545,156,53065,22677,0.67601729,,
"Allegheny County, Pennsylvania",Total,05000US42003,1230360,995450,,1192495,1368,961595,1168,42003,650114,0.676078807,,
"Polk County, Wisconsin",Total,05000US55095,43485,33920,,43185,88,33645,78,55095,22749,0.676148016,,
"Buffalo County, Wisconsin",Total,05000US55011,13255,10455,26,13125,35,10335,38,55011,6988,0.676149008,,
"Carlisle County, Kentucky",Total,05000US21039,4955,3865,26,4935,22,3845,33,21039,2601,0.676462939,,
"Osage County, Missouri",Total,05000US29151,13705,10490,37,13695,11,10480,36,29151,7090,0.676526718,,
"Nash County, North Carolina",Total,05000US37127,94385,72900,,91555,393,70455,272,37127,47665,0.676531119,,
"Eaton County, Michigan",Total,05000US26045,108545,84790,,106530,420,83065,325,26045,56221,0.676831397,,
"Jefferson County, Wisconsin",Total,05000US55055,84540,65645,,82510,293,63745,262,55055,43146,0.676853087,,
"Marshall County, Kentucky",Total,05000US21157,31215,24825,50,31045,51,24670,64,21157,16698,0.676854479,,
"Harrison County, Iowa",Total,05000US19085,14335,11085,14,14275,38,11025,37,19085,7465,0.677097506,,
"Curry County, Oregon",Total,05000US41015,22365,18930,56,22060,145,18625,160,41015,12611,0.677100671,,
"Cass County, Nebraska",Total,05000US31025,25465,19240,22,25320,58,19100,58,31025,12933,0.677120419,,
"Franklin County, Nebraska",Total,05000US31061,3075,2485,19,3060,15,2470,27,31061,1673,0.677327935,,
"Waseca County, Minnesota",Total,05000US27161,19035,14600,36,18675,95,14245,100,27161,9653,0.677641278,,
"Broward County, Florida",Total,05000US12011,1863780,1461230,,1605595,5308,1227645,4452,12011,831951,0.677680437,,
"Mason County, Texas",Total,05000US48319,4065,3280,117,3745,129,3035,146,48319,2057,0.677759473,,
"Green County, Wisconsin",Total,05000US55045,37050,28535,,36510,223,28010,219,55045,18985,0.677793645,,
"Cedar County, Iowa",Total,05000US19031,18390,14130,39,18320,65,14075,56,19031,9541,0.677868561,,
"Cerro Gordo County, Iowa",Total,05000US19033,43305,34295,25,42840,183,33875,165,19033,22965,0.677933579,,
"Clatsop County, Oregon",Total,05000US41007,37660,30240,61,36300,260,29005,220,41007,19664,0.677952077,,
"Cobb County, Georgia",Total,05000US13067,728390,548740,,662260,2566,487960,2325,13067,330819,0.677963358,,
"Cherokee County, Iowa",Total,05000US19035,11750,9280,20,11655,45,9225,42,19035,6258,0.678373984,,
"Franklin County, Massachusetts",Total,05000US25011,70915,57925,,69010,370,56275,339,25011,38177,0.678400711,,
"Spotsylvania County, Virginia",Total,05000US51177,129180,95850,33,125100,519,92210,453,51177,62562,0.678473051,,
"Oconto County, Wisconsin",Total,05000US55083,37475,29720,35,37150,125,29440,103,55083,19978,0.678600543,,
"Shelby County, Alabama",Total,05000US01117,205950,155660,21,198500,701,149210,573,01117,101254,0.67860063,,
"Cimarron County, Oklahoma",Total,05000US40025,2270,1735,15,2110,44,1590,43,40025,1079,0.678616352,,
"Palo Alto County, Iowa",Total,05000US19147,9155,7085,37,8970,63,6930,48,19147,4703,0.678643579,,
"Effingham County, Illinois",Total,05000US17049,34355,26185,,34050,100,25945,86,17049,17609,0.678704953,,
"Renville County, North Dakota",Total,05000US38075,2575,1920,67,2560,11,1905,66,38075,1293,0.678740157,,
"Clarke County, Alabama",Total,05000US01025,24845,19230,,24810,27,19195,27,01025,13031,0.678874707,,
"Woodford County, Illinois",Total,05000US17203,39125,29345,82,38995,82,29260,90,17203,19864,0.678879016,,
"Kearney County, Nebraska",Total,05000US31099,6550,4960,22,6430,59,4855,62,31099,3296,0.678887745,,
"Roseau County, Minnesota",Total,05000US27135,15610,11715,,15350,60,11495,65,27135,7804,0.678903871,,
"Cedar County, Nebraska",Total,05000US31027,8655,6515,,8655,8,6510,8,31027,4420,0.678955453,,
"Craig County, Virginia",Total,05000US51045,5195,4115,122,5195,17,4115,122,51045,2794,0.678979344,,
"Jefferson County, Idaho",Total,05000US16051,27095,17630,85,26285,211,16900,180,16051,11475,0.678994083,,
"Rock County, Nebraska",Total,05000US31149,1405,1180,69,1405,92,1175,69,31149,798,0.679148936,,
"Blanco County, Texas",Total,05000US48031,10920,8830,47,10400,163,8370,146,48031,5685,0.67921147,,
"Bear Lake County, Idaho",Total,05000US16007,5930,4335,18,5905,16,4310,22,16007,2928,0.679350348,,
"Litchfield County, Connecticut",Total,05000US09005,185140,149065,109,179045,694,143400,665,09005,97442,0.679511855,,
"Scott County, Iowa",Total,05000US19163,171115,129945,,167585,431,126885,391,19163,86220,0.679512945,,
"Iowa County, Wisconsin",Total,05000US55049,23750,18165,31,23600,60,18040,58,55049,12260,0.679600887,,
"Lee County, Georgia",Total,05000US13177,29135,21285,,28610,195,20810,184,13177,14143,0.67962518,,
"Palm Beach County, Florida",Total,05000US12099,1398755,1124025,83,1235065,4021,974505,3727,12099,662332,0.67965993,,
"Carroll County, Iowa",Total,05000US19027,20555,15585,,20470,66,15510,64,19027,10544,0.679819471,,
"Pottawatomie County, Kansas",Total,05000US20149,22920,16140,91,22510,155,15725,171,20149,10693,0.68,,
"Comal County, Texas",Total,05000US48091,124235,95600,62,119345,935,91435,710,48091,62178,0.680024061,,
"Eddy County, North Dakota",Total,05000US38027,2370,1830,59,2350,14,1810,59,38027,1231,0.680110497,,
"Island County, Washington",Total,05000US53029,80115,64895,,78130,398,63030,372,53029,42876,0.680247501,,
"Martin County, Minnesota",Total,05000US27091,20195,15800,37,19875,166,15480,169,27091,10531,0.680297158,,
"Lane County, Kansas",Total,05000US20101,1685,1295,78,1675,101,1280,77,20101,871,0.68046875,,
"Hot Springs County, Wyoming",Total,05000US56017,4780,3805,102,4780,5,3800,102,56017,2586,0.680526316,,
"Rice County, Minnesota",Total,05000US27131,65115,50660,42,61580,490,47660,409,27131,32443,0.680717583,,
"Washoe County, Nevada",Total,05000US32031,439915,341320,,404350,1514,308310,1393,32031,209909,0.680837469,,
"Citrus County, Florida",Total,05000US12017,140455,119360,,137905,485,117055,382,12017,79700,0.680876511,,
"La Crosse County, Wisconsin",Total,05000US55063,117540,93605,,116255,274,92480,245,55063,62968,0.680882353,,
"Dubuque County, Iowa",Total,05000US19061,96360,74100,57,95040,265,73010,206,19061,49721,0.681016299,,
"Poweshiek County, Iowa",Total,05000US19157,18620,14860,68,18155,144,14435,120,19157,9833,0.681191548,,
"Fairfield County, Connecticut",Total,05000US09001,941620,719610,66,831205,3130,618280,2576,09001,421209,0.6812593,,
"Tama County, Iowa",Total,05000US19171,17425,13205,32,17030,83,12845,88,19171,8752,0.681354613,,
"Sheridan County, North Dakota",Total,05000US38083,1395,1155,57,1395,82,1155,57,38083,787,0.681385281,,
"Jackson County, Iowa",Total,05000US19097,19530,15175,67,19470,43,15130,79,19097,10310,0.681427627,,
"Gillespie County, Texas",Total,05000US48171,25730,20640,80,24260,512,19390,412,48171,13214,0.681485302,,
"Lincoln County, Oregon",Total,05000US41041,46685,38640,43,44975,313,37055,265,41041,25256,0.681581433,,
"Wheeler County, Oregon",Total,05000US41069,1370,1210,93,1360,116,1200,93,41069,818,0.681666667,,
"Cass County, Missouri",Total,05000US29037,101325,75845,,100175,238,74800,229,29037,50990,0.681684492,,
"Custer County, South Dakota",Total,05000US46033,8445,7000,,8365,63,6925,66,46033,4721,0.681732852,,
"Faribault County, Minnesota",Total,05000US27043,14120,11060,62,13925,67,10870,87,27043,7412,0.681876725,,
"Hamlin County, South Dakota",Total,05000US46057,5995,4150,29,5890,35,4050,46,46057,2762,0.681975309,,
"Charlotte County, Florida",Total,05000US12015,169640,147445,27,162930,716,141230,584,12015,96374,0.682390427,,
"Seminole County, Florida",Total,05000US12117,442905,347410,52,422525,1627,329435,1402,12117,224896,0.682671847,,
"Nemaha County, Kansas",Total,05000US20131,10175,7535,,10135,31,7500,27,20131,5122,0.682933333,,
"Mills County, Iowa",Total,05000US19129,14840,11290,52,14820,32,11270,61,19129,7698,0.683052351,,
"West Baton Rouge Parish, Louisiana",Total,05000US22121,25015,18895,,24730,161,18610,163,22121,12712,0.683073616,,
"St. Charles Parish, Louisiana",Total,05000US22089,52710,39345,44,51435,363,38340,267,22089,26192,0.683150756,,
"Madison County, Virginia",Total,05000US51113,13120,10345,61,12975,83,10215,62,51113,6979,0.683210964,,0.158585282
"Iredell County, North Carolina",Total,05000US37097,167495,127375,,160470,541,120810,499,37097,82567,0.683445079,,
"El Dorado County, California",Total,05000US06017,183000,144595,115,175100,703,136940,707,06017,93591,0.683445305,,
"Golden Valley County, North Dakota",Total,05000US38033,1895,1400,80,1895,109,1400,80,38033,957,0.683571429,,
"Hamilton County, Ohio",Total,05000US39061,805965,618235,126,783105,1557,598485,1259,39061,409109,0.683574359,,
"Marathon County, Wisconsin",Total,05000US55073,135365,103655,,133210,328,101680,251,55073,69515,0.683664437,,
"Manatee County, Florida",Total,05000US12081,353410,284605,102,328570,1360,261755,1211,12081,178958,0.683685125,,
"Auglaize County, Ohio",Total,05000US39011,45870,34710,23,45645,96,34550,61,39011,23627,0.683849493,,
"St. Tammany Parish, Louisiana",Total,05000US22103,246270,185625,,242240,567,181895,530,22103,124392,0.683867066,,
"Smith County, Kansas",Total,05000US20183,3700,2990,22,3695,7,2985,22,20183,2042,0.684087102,,
"Cheshire County, New Hampshire",Total,05000US33005,76320,62185,26,75295,214,61235,192,33005,41895,0.684167551,,
"Jackson County, Oregon",Total,05000US41029,210915,166680,,203270,736,159780,671,41029,109327,0.684234573,,
"Kewaunee County, Wisconsin",Total,05000US55061,20460,15930,61,20200,85,15720,88,55061,10758,0.684351145,,
"Big Stone County, Minnesota",Total,05000US27011,5100,4040,17,5085,12,4025,17,27011,2755,0.68447205,,
"Swift County, Minnesota",Total,05000US27151,9485,7380,27,9375,56,7295,50,27151,4994,0.684578478,,
"Winneshiek County, Iowa",Total,05000US19191,20790,16885,56,20475,122,16595,134,19191,11362,0.684664055,,
"Boise County, Idaho",Total,05000US16015,6890,5615,,6835,46,5570,39,16015,3814,0.684739677,,
"Columbia County, Wisconsin",Total,05000US55021,56650,43985,,56110,127,43475,113,55021,29771,0.684784359,,
"Okaloosa County, Florida",Total,05000US12091,195800,152310,,190300,562,147240,531,12091,100855,0.684970117,,
"Chambers County, Texas",Total,05000US48071,38070,27485,48,34865,778,24500,675,48071,16786,0.685142857,,
"Klickitat County, Washington",Total,05000US53039,20930,16640,,19925,396,15715,325,53039,10769,0.685268851,,
"Catron County, New Mexico",Total,05000US35003,3545,2990,132,3545,11,2990,133,35003,2049,0.685284281,,
"Mercer County, Illinois",Total,05000US17131,15970,12470,10,15930,22,12440,22,17131,8525,0.685289389,,
"Worcester County, Maryland",Total,05000US24047,51440,42310,72,50305,246,41255,225,24047,28273,0.685322991,,
"Cass County, Iowa",Total,05000US19029,13435,10440,72,13390,32,10395,91,19029,7125,0.685425685,,
"Oneida County, Idaho",Total,05000US16071,4270,3080,42,4195,42,3015,61,16071,2068,0.685903814,,
"Granite County, Montana",Total,05000US30039,3210,2620,36,3175,25,2590,42,30039,1777,0.686100386,,
"Harlan County, Nebraska",Total,05000US31083,3465,2685,52,3445,15,2670,51,31083,1832,0.686142322,,
"Leon County, Florida",Total,05000US12073,284790,231180,34,274505,917,221715,851,12073,152132,0.686160161,,
"Moore County, North Carolina",Total,05000US37125,93070,73250,37,90495,440,70950,350,37125,48692,0.686286117,,
"Clay County, Iowa",Total,05000US19041,16480,12720,44,16305,77,12555,81,19041,8617,0.686340104,,
